"COUB","Country of birth","FBORN","Place of birth","EDU","Education level","SECT","Sector","SEX","Sex","COU","Country of residence","Value","Flag Codes","Flags"
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","H","Hotels and restaurants","2","Women","IRL","Ireland",14409,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","H","Hotels and restaurants","1","Men","IRL","Ireland",9635,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","H","Hotels and restaurants","ALL_SEX","Men and women","IRL","Ireland",24044,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","L","Public administration and defence; compulsory social security","2","Women","IRL","Ireland",5522,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","L","Public administration and defence; compulsory social security","1","Men","IRL","Ireland",10655,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","L","Public administration and defence; compulsory social security","ALL_SEX","Men and women","IRL","Ireland",16177,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","Q","Extra-territorial organizations and bodies","2","Women","IRL","Ireland",23,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","Q","Extra-territorial organizations and bodies","1","Men","IRL","Ireland",45,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","Q","Extra-territorial organizations and bodies","ALL_SEX","Men and women","IRL","Ireland",68,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","F","Construction","2","Women","IRL","Ireland",1374,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","F","Construction","1","Men","IRL","Ireland",65253,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","F","Construction","ALL_SEX","Men and women","IRL","Ireland",66627,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","J","Financial intermediation","2","Women","IRL","Ireland",2285,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","J","Financial intermediation","1","Men","IRL","Ireland",1522,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","J","Financial intermediation","ALL_SEX","Men and women","IRL","Ireland",3807,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","C","Mining and quarrying","2","Women","IRL","Ireland",82,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","C","Mining and quarrying","1","Men","IRL","Ireland",3281,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","C","Mining and quarrying","ALL_SEX","Men and women","IRL","Ireland",3363,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","M","Education","2","Women","IRL","Ireland",7680,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","M","Education","1","Men","IRL","Ireland",5077,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","M","Education","ALL_SEX","Men and women","IRL","Ireland",12757,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","D","Manufacturing","2","Women","IRL","Ireland",20885,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","D","Manufacturing","1","Men","IRL","Ireland",53576,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","D","Manufacturing","ALL_SEX","Men and women","IRL","Ireland",74461,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","O","Other community, social and personal service activities","2","Women","IRL","Ireland",10014,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","O","Other community, social and personal service activities","1","Men","IRL","Ireland",8738,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","O","Other community, social and personal service activities","ALL_SEX","Men and women","IRL","Ireland",18752,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","P","Private households with employed persons","2","Women","IRL","Ireland",832,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","P","Private households with employed persons","1","Men","IRL","Ireland",154,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","P","Private households with employed persons","ALL_SEX","Men and women","IRL","Ireland",986,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","I","Transport, storage and communications","2","Women","IRL","Ireland",3939,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","I","Transport, storage and communications","1","Men","IRL","Ireland",29600,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","I","Transport, storage and communications","ALL_SEX","Men and women","IRL","Ireland",33539,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","A_B","Agriculture and fishing","2","Women","IRL","Ireland",2747,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","A_B","Agriculture and fishing","1","Men","IRL","Ireland",55697,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","A_B","Agriculture and fishing","ALL_SEX","Men and women","IRL","Ireland",58444,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","K","Real estate, renting and business activities","2","Women","IRL","Ireland",9449,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","K","Real estate, renting and business activities","1","Men","IRL","Ireland",10621,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","K","Real estate, renting and business activities","ALL_SEX","Men and women","IRL","Ireland",20070,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","N","Health and social work","2","Women","IRL","Ireland",23079,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","N","Health and social work","1","Men","IRL","Ireland",5970,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","N","Health and social work","ALL_SEX","Men and women","IRL","Ireland",29049,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","999","Unknown","2","Women","IRL","Ireland",9778,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","999","Unknown","1","Men","IRL","Ireland",18762,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","999","Unknown","ALL_SEX","Men and women","IRL","Ireland",28540,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","ALL_SECT","All sectors","2","Women","IRL","Ireland",143101,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","ALL_SECT","All sectors","1","Men","IRL","Ireland",323740,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","ALL_SECT","All sectors","ALL_SEX","Men and women","IRL","Ireland",466841,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","E","Electricity, gas and water supply","2","Women","IRL","Ireland",293,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","E","Electricity, gas and water supply","1","Men","IRL","Ireland",2803,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","E","Electricity, gas and water supply","ALL_SEX","Men and women","IRL","Ireland",3096,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","2","Women","IRL","Ireland",33623,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","1","Men","IRL","Ireland",46089,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","ALL_SEX","Men and women","IRL","Ireland",79712,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","H","Hotels and restaurants","2","Women","IRL","Ireland",16381,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","H","Hotels and restaurants","1","Men","IRL","Ireland",12044,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","H","Hotels and restaurants","ALL_SEX","Men and women","IRL","Ireland",28425,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","L","Public administration and defence; compulsory social security","2","Women","IRL","Ireland",5884,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","L","Public administration and defence; compulsory social security","1","Men","IRL","Ireland",11295,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","L","Public administration and defence; compulsory social security","ALL_SEX","Men and women","IRL","Ireland",17179,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","Q","Extra-territorial organizations and bodies","2","Women","IRL","Ireland",41,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","Q","Extra-territorial organizations and bodies","1","Men","IRL","Ireland",66,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","Q","Extra-territorial organizations and bodies","ALL_SEX","Men and women","IRL","Ireland",107,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","F","Construction","2","Women","IRL","Ireland",1548,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","F","Construction","1","Men","IRL","Ireland",71179,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","F","Construction","ALL_SEX","Men and women","IRL","Ireland",72727,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","J","Financial intermediation","2","Women","IRL","Ireland",2644,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","J","Financial intermediation","1","Men","IRL","Ireland",1698,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","J","Financial intermediation","ALL_SEX","Men and women","IRL","Ireland",4342,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","C","Mining and quarrying","2","Women","IRL","Ireland",94,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","C","Mining and quarrying","1","Men","IRL","Ireland",3464,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","C","Mining and quarrying","ALL_SEX","Men and women","IRL","Ireland",3558,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","M","Education","2","Women","IRL","Ireland",8300,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","M","Education","1","Men","IRL","Ireland",5392,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","M","Education","ALL_SEX","Men and women","IRL","Ireland",13692,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","D","Manufacturing","2","Women","IRL","Ireland",22936,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","D","Manufacturing","1","Men","IRL","Ireland",58778,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","D","Manufacturing","ALL_SEX","Men and women","IRL","Ireland",81714,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","O","Other community, social and personal service activities","2","Women","IRL","Ireland",10883,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","O","Other community, social and personal service activities","1","Men","IRL","Ireland",9545,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","O","Other community, social and personal service activities","ALL_SEX","Men and women","IRL","Ireland",20428,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","P","Private households with employed persons","2","Women","IRL","Ireland",928,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","P","Private households with employed persons","1","Men","IRL","Ireland",168,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","P","Private households with employed persons","ALL_SEX","Men and women","IRL","Ireland",1096,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","I","Transport, storage and communications","2","Women","IRL","Ireland",4357,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","I","Transport, storage and communications","1","Men","IRL","Ireland",31915,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","I","Transport, storage and communications","ALL_SEX","Men and women","IRL","Ireland",36272,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","A_B","Agriculture and fishing","2","Women","IRL","Ireland",3049,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","A_B","Agriculture and fishing","1","Men","IRL","Ireland",57011,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","A_B","Agriculture and fishing","ALL_SEX","Men and women","IRL","Ireland",60060,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","K","Real estate, renting and business activities","2","Women","IRL","Ireland",10489,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","K","Real estate, renting and business activities","1","Men","IRL","Ireland",11970,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","K","Real estate, renting and business activities","ALL_SEX","Men and women","IRL","Ireland",22459,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","N","Health and social work","2","Women","IRL","Ireland",25252,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","N","Health and social work","1","Men","IRL","Ireland",6409,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","N","Health and social work","ALL_SEX","Men and women","IRL","Ireland",31661,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","999","Unknown","2","Women","IRL","Ireland",10633,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","999","Unknown","1","Men","IRL","Ireland",20433,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","999","Unknown","ALL_SEX","Men and women","IRL","Ireland",31066,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","ALL_SECT","All sectors","2","Women","IRL","Ireland",157335,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","ALL_SECT","All sectors","1","Men","IRL","Ireland",350259,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","ALL_SECT","All sectors","ALL_SEX","Men and women","IRL","Ireland",507594,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","E","Electricity, gas and water supply","2","Women","IRL","Ireland",95,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","E","Electricity, gas and water supply","1","Men","IRL","Ireland",285,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","E","Electricity, gas and water supply","ALL_SEX","Men and women","IRL","Ireland",380,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","2","Women","IRL","Ireland",3310,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","1","Men","IRL","Ireland",3787,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","ALL_SEX","Men and women","IRL","Ireland",7097,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","H","Hotels and restaurants","2","Women","IRL","Ireland",2760,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","H","Hotels and restaurants","1","Men","IRL","Ireland",3076,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","H","Hotels and restaurants","ALL_SEX","Men and women","IRL","Ireland",5836,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","L","Public administration and defence; compulsory social security","2","Women","IRL","Ireland",1734,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","L","Public administration and defence; compulsory social security","1","Men","IRL","Ireland",1704,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","L","Public administration and defence; compulsory social security","ALL_SEX","Men and women","IRL","Ireland",3438,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","Q","Extra-territorial organizations and bodies","2","Women","IRL","Ireland",108,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","Q","Extra-territorial organizations and bodies","1","Men","IRL","Ireland",139,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","Q","Extra-territorial organizations and bodies","ALL_SEX","Men and women","IRL","Ireland",247,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","F","Construction","2","Women","IRL","Ireland",358,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","F","Construction","1","Men","IRL","Ireland",2711,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","F","Construction","ALL_SEX","Men and women","IRL","Ireland",3069,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","J","Financial intermediation","2","Women","IRL","Ireland",2471,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","J","Financial intermediation","1","Men","IRL","Ireland",2671,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","J","Financial intermediation","ALL_SEX","Men and women","IRL","Ireland",5142,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","C","Mining and quarrying","2","Women","IRL","Ireland",18,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","C","Mining and quarrying","1","Men","IRL","Ireland",155,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","C","Mining and quarrying","ALL_SEX","Men and women","IRL","Ireland",173,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","M","Education","2","Women","IRL","Ireland",6500,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","M","Education","1","Men","IRL","Ireland",3734,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","M","Education","ALL_SEX","Men and women","IRL","Ireland",10234,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","D","Manufacturing","2","Women","IRL","Ireland",3890,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","D","Manufacturing","1","Men","IRL","Ireland",8224,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","D","Manufacturing","ALL_SEX","Men and women","IRL","Ireland",12114,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","O","Other community, social and personal service activities","2","Women","IRL","Ireland",1962,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","O","Other community, social and personal service activities","1","Men","IRL","Ireland",2009,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","O","Other community, social and personal service activities","ALL_SEX","Men and women","IRL","Ireland",3971,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","P","Private households with employed persons","2","Women","IRL","Ireland",136,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","P","Private households with employed persons","1","Men","IRL","Ireland",13,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","P","Private households with employed persons","ALL_SEX","Men and women","IRL","Ireland",149,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","I","Transport, storage and communications","2","Women","IRL","Ireland",1639,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","I","Transport, storage and communications","1","Men","IRL","Ireland",2312,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","I","Transport, storage and communications","ALL_SEX","Men and women","IRL","Ireland",3951,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","A_B","Agriculture and fishing","2","Women","IRL","Ireland",389,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","A_B","Agriculture and fishing","1","Men","IRL","Ireland",906,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","A_B","Agriculture and fishing","ALL_SEX","Men and women","IRL","Ireland",1295,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","K","Real estate, renting and business activities","2","Women","IRL","Ireland",6383,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","K","Real estate, renting and business activities","1","Men","IRL","Ireland",10683,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","K","Real estate, renting and business activities","ALL_SEX","Men and women","IRL","Ireland",17066,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","N","Health and social work","2","Women","IRL","Ireland",9460,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","N","Health and social work","1","Men","IRL","Ireland",4596,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","N","Health and social work","ALL_SEX","Men and women","IRL","Ireland",14056,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","999","Unknown","2","Women","IRL","Ireland",1501,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","999","Unknown","1","Men","IRL","Ireland",1830,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","999","Unknown","ALL_SEX","Men and women","IRL","Ireland",3331,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","ALL_SECT","All sectors","2","Women","IRL","Ireland",42714,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","ALL_SECT","All sectors","1","Men","IRL","Ireland",48835,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","ALL_SECT","All sectors","ALL_SEX","Men and women","IRL","Ireland",91549,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","E","Electricity, gas and water supply","2","Women","IRL","Ireland",760,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","E","Electricity, gas and water supply","1","Men","IRL","Ireland",2169,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","E","Electricity, gas and water supply","ALL_SEX","Men and women","IRL","Ireland",2929,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","2","Women","IRL","Ireland",17693,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","1","Men","IRL","Ireland",19884,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","ALL_SEX","Men and women","IRL","Ireland",37577,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","H","Hotels and restaurants","2","Women","IRL","Ireland",8549,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","H","Hotels and restaurants","1","Men","IRL","Ireland",6283,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","H","Hotels and restaurants","ALL_SEX","Men and women","IRL","Ireland",14832,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","L","Public administration and defence; compulsory social security","2","Women","IRL","Ireland",14939,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","L","Public administration and defence; compulsory social security","1","Men","IRL","Ireland",17396,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","L","Public administration and defence; compulsory social security","ALL_SEX","Men and women","IRL","Ireland",32335,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","Q","Extra-territorial organizations and bodies","2","Women","IRL","Ireland",76,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","Q","Extra-territorial organizations and bodies","1","Men","IRL","Ireland",57,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","Q","Extra-territorial organizations and bodies","ALL_SEX","Men and women","IRL","Ireland",133,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","F","Construction","2","Women","IRL","Ireland",2016,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","F","Construction","1","Men","IRL","Ireland",13333,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","F","Construction","ALL_SEX","Men and women","IRL","Ireland",15349,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","J","Financial intermediation","2","Women","IRL","Ireland",17536,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","J","Financial intermediation","1","Men","IRL","Ireland",14457,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","J","Financial intermediation","ALL_SEX","Men and women","IRL","Ireland",31993,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","C","Mining and quarrying","2","Women","IRL","Ireland",168,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","C","Mining and quarrying","1","Men","IRL","Ireland",652,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","C","Mining and quarrying","ALL_SEX","Men and women","IRL","Ireland",820,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","M","Education","2","Women","IRL","Ireland",47372,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","M","Education","1","Men","IRL","Ireland",22194,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","M","Education","ALL_SEX","Men and women","IRL","Ireland",69566,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","D","Manufacturing","2","Women","IRL","Ireland",20058,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","D","Manufacturing","1","Men","IRL","Ireland",37286,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","D","Manufacturing","ALL_SEX","Men and women","IRL","Ireland",57344,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","O","Other community, social and personal service activities","2","Women","IRL","Ireland",8184,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","O","Other community, social and personal service activities","1","Men","IRL","Ireland",7936,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","O","Other community, social and personal service activities","ALL_SEX","Men and women","IRL","Ireland",16120,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","P","Private households with employed persons","2","Women","IRL","Ireland",229,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","P","Private households with employed persons","1","Men","IRL","Ireland",30,,
