"Statistic Label","Year","Item","UNIT","VALUE"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2012","Net operating balance - ESA2010 Code  (NOB)","Euro Million","-14368"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2012","Net acquisition of non-financial assets - ESA2010 Code (P5 + NP - P51c)","Euro Million","495"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2012","General Government Surplus/Deficit - ESA2010 Code (B9)","Euro Million","-14864"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2012","Net acquisition of financial assets","Euro Million","6044"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2012","Net acquisition of financial assets - Debt instruments - ESA2010 Code (F2 + F3 + F4)","Euro Million","4466"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2012","Net acquisition of financial assets - Equity and Investment Fund Shares - ESA2010 Code (F5)","Euro Million","1832"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2012","Net acquisition of financial assets - Other financial assets - ESA2010 Code (F6 + F7 + F8)","Euro Million","-254"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2012","Net incurrence of liabilities","Euro Million","20571"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2012","Net incurrence of liabilities - Debt instruments - ESA2010 Code (F2 + F3 + F4)","Euro Million","20554"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2012","Net incurrence of liabilities - Other liabilities - ESA2010 Code (F5 + F6 + F7 + F8)","Euro Million","17"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2012","Memo: Net derivative flows on debt interest swap contracts","Euro Million","-221"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","General Government transactions - Revenue - ESA2010 Code (TR)","Euro Million","61395"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","General Government transactions - Revenue - Taxes and social contributions - ESA2010 Code ( D2 + D5 + D91 + D61)","Euro Million","53451"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","General Government transactions - Revenue - Taxes - ESA2010 Code (D2 + D5 + D91)","Euro Million","42517"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","General Government transactions - Revenue - Social contributions - ESA2010 Code (D61)","Euro Million","10934"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","General Government transactions - Revenue - Sales of goods and services - ESA2010 Code (P10)","Euro Million","4230"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","General Government transactions - Revenue - Investment income - ESA2010 Code (D4)","Euro Million","3278"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","General Government transactions - Revenue - Current transfer revenue (excluding taxes) - ESA2010 Code (D7)","Euro Million","150"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","General Government transactions - Revenue - Capital transfer revenue (excluding taxes) - ESA2010 Code (D9N)","Euro Million","286"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","General Government transactions - Expenditure - ESA2010 Code (TE)","Euro Million","72871"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","General Government transactions - Expenditure - Expense - ESA2010 Code (Expense)","Euro Million","72402"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","General Government transactions - Expenditure - Compensation of employees - ESA2010 Code (D1)","Euro Million","18912"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","General Government transactions - Expenditure - Use of goods and services plus taxes payable - ESA2010 Code (P2 + D5 + D29)","Euro Million","8308"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","General Government transactions - Expenditure - Depreciation (consumption of fixed capital) - ESA2010 Code (P51c)","Euro Million","3248"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","General Government transactions - Expenditure - Interest (excluding FISIM) - ESA2010 Code (D41)","Euro Million","7761"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","General Government transactions - Expenditure - Subsidies - ESA2010 Code (D3)","Euro Million","1925"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","General Government transactions - Expenditure - Social benefits - ESA2010 Code (D62 + D632)","Euro Million","28136"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","General Government transactions - Expenditure - Other current transfers - ESA2010 Code (D7)","Euro Million","3179"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","General Government transactions - Expenditure - Capital transfers - ESA2010 Code (D9)","Euro Million","934"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","Net operating balance - ESA2010 Code  (NOB)","Euro Million","-11007"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","Net acquisition of non-financial assets - ESA2010 Code (P5 + NP - P51c)","Euro Million","469"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","General Government Surplus/Deficit - ESA2010 Code (B9)","Euro Million","-11476"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","Net acquisition of financial assets","Euro Million","-6166"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","Net acquisition of financial assets - Debt instruments - ESA2010 Code (F2 + F3 + F4)","Euro Million","-4293"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","Net acquisition of financial assets - Equity and Investment Fund Shares - ESA2010 Code (F5)","Euro Million","-1303"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","Net acquisition of financial assets - Other financial assets - ESA2010 Code (F6 + F7 + F8)","Euro Million","-570"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","Net incurrence of liabilities","Euro Million","5544"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","Net incurrence of liabilities - Debt instruments - ESA2010 Code (F2 + F3 + F4)","Euro Million","5540"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","Net incurrence of liabilities - Other liabilities - ESA2010 Code (F5 + F6 + F7 + F8)","Euro Million","4"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2013","Memo: Net derivative flows on debt interest swap contracts","Euro Million","-274"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","General Government transactions - Revenue - ESA2010 Code (TR)","Euro Million","66266"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","General Government transactions - Revenue - Taxes and social contributions - ESA2010 Code ( D2 + D5 + D91 + D61)","Euro Million","58215"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","General Government transactions - Revenue - Taxes - ESA2010 Code (D2 + D5 + D91)","Euro Million","46508"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","General Government transactions - Revenue - Social contributions - ESA2010 Code (D61)","Euro Million","11707"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","General Government transactions - Revenue - Sales of goods and services - ESA2010 Code (P10)","Euro Million","4151"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","General Government transactions - Revenue - Investment income - ESA2010 Code (D4)","Euro Million","3076"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","General Government transactions - Revenue - Current transfer revenue (excluding taxes) - ESA2010 Code (D7)","Euro Million","318"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","General Government transactions - Revenue - Capital transfer revenue (excluding taxes) - ESA2010 Code (D9N)","Euro Million","506"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","General Government transactions - Expenditure - ESA2010 Code (TE)","Euro Million","73317"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","General Government transactions - Expenditure - Expense - ESA2010 Code (Expense)","Euro Million","72405"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","General Government transactions - Expenditure - Compensation of employees - ESA2010 Code (D1)","Euro Million","19131"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","General Government transactions - Expenditure - Use of goods and services plus taxes payable - ESA2010 Code (P2 + D5 + D29)","Euro Million","9011"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","General Government transactions - Expenditure - Depreciation (consumption of fixed capital) - ESA2010 Code (P51c)","Euro Million","3411"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","General Government transactions - Expenditure - Interest (excluding FISIM) - ESA2010 Code (D41)","Euro Million","7591"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","General Government transactions - Expenditure - Subsidies - ESA2010 Code (D3)","Euro Million","1853"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","General Government transactions - Expenditure - Social benefits - ESA2010 Code (D62 + D632)","Euro Million","27645"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","General Government transactions - Expenditure - Other current transfers - ESA2010 Code (D7)","Euro Million","2635"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","General Government transactions - Expenditure - Capital transfers - ESA2010 Code (D9)","Euro Million","1127"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","Net operating balance - ESA2010 Code  (NOB)","Euro Million","-6138"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","Net acquisition of non-financial assets - ESA2010 Code (P5 + NP - P51c)","Euro Million","912"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","General Government Surplus/Deficit - ESA2010 Code (B9)","Euro Million","-7050"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","Net acquisition of financial assets","Euro Million","-18768"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","Net acquisition of financial assets - Debt instruments - ESA2010 Code (F2 + F3 + F4)","Euro Million","-19541"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","Net acquisition of financial assets - Equity and Investment Fund Shares - ESA2010 Code (F5)","Euro Million","-85"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","Net acquisition of financial assets - Other financial assets - ESA2010 Code (F6 + F7 + F8)","Euro Million","858"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","Net incurrence of liabilities","Euro Million","-10912"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","Net incurrence of liabilities - Debt instruments - ESA2010 Code (F2 + F3 + F4)","Euro Million","-11782"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","Net incurrence of liabilities - Other liabilities - ESA2010 Code (F5 + F6 + F7 + F8)","Euro Million","870"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2014","Memo: Net derivative flows on debt interest swap contracts","Euro Million","-264"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","General Government transactions - Revenue - ESA2010 Code (TR)","Euro Million","71058"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","General Government transactions - Revenue - Taxes and social contributions - ESA2010 Code ( D2 + D5 + D91 + D61)","Euro Million","62971"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","General Government transactions - Revenue - Taxes - ESA2010 Code (D2 + D5 + D91)","Euro Million","50750"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","General Government transactions - Revenue - Social contributions - ESA2010 Code (D61)","Euro Million","12221"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","General Government transactions - Revenue - Sales of goods and services - ESA2010 Code (P10)","Euro Million","4606"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","General Government transactions - Revenue - Investment income - ESA2010 Code (D4)","Euro Million","2720"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","General Government transactions - Revenue - Current transfer revenue (excluding taxes) - ESA2010 Code (D7)","Euro Million","451"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","General Government transactions - Revenue - Capital transfer revenue (excluding taxes) - ESA2010 Code (D9N)","Euro Million","310"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","General Government transactions - Expenditure - ESA2010 Code (TE)","Euro Million","76413"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","General Government transactions - Expenditure - Expense - ESA2010 Code (Expense)","Euro Million","75404"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","General Government transactions - Expenditure - Compensation of employees - ESA2010 Code (D1)","Euro Million","19456"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","General Government transactions - Expenditure - Use of goods and services plus taxes payable - ESA2010 Code (P2 + D5 + D29)","Euro Million","9560"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","General Government transactions - Expenditure - Depreciation (consumption of fixed capital) - ESA2010 Code (P51c)","Euro Million","3640"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","General Government transactions - Expenditure - Interest (excluding FISIM) - ESA2010 Code (D41)","Euro Million","6936"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","General Government transactions - Expenditure - Subsidies - ESA2010 Code (D3)","Euro Million","1788"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","General Government transactions - Expenditure - Social benefits - ESA2010 Code (D62 + D632)","Euro Million","27933"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","General Government transactions - Expenditure - Other current transfers - ESA2010 Code (D7)","Euro Million","2596"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","General Government transactions - Expenditure - Capital transfers - ESA2010 Code (D9)","Euro Million","3495"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","Net operating balance - ESA2010 Code  (NOB)","Euro Million","-4346"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","Net acquisition of non-financial assets - ESA2010 Code (P5 + NP - P51c)","Euro Million","1010"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","General Government Surplus/Deficit - ESA2010 Code (B9)","Euro Million","-5355"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","Net acquisition of financial assets","Euro Million","-8835"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","Net acquisition of financial assets - Debt instruments - ESA2010 Code (F2 + F3 + F4)","Euro Million","-7094"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","Net acquisition of financial assets - Equity and Investment Fund Shares - ESA2010 Code (F5)","Euro Million","241"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","Net acquisition of financial assets - Other financial assets - ESA2010 Code (F6 + F7 + F8)","Euro Million","-1983"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","Net incurrence of liabilities","Euro Million","-2734"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","Net incurrence of liabilities - Debt instruments - ESA2010 Code (F2 + F3 + F4)","Euro Million","-3069"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","Net incurrence of liabilities - Other liabilities - ESA2010 Code (F5 + F6 + F7 + F8)","Euro Million","335"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2015","Memo: Net derivative flows on debt interest swap contracts","Euro Million","-240"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","General Government transactions - Revenue - ESA2010 Code (TR)","Euro Million","73822"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","General Government transactions - Revenue - Taxes and social contributions - ESA2010 Code ( D2 + D5 + D91 + D61)","Euro Million","65866"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","General Government transactions - Revenue - Taxes - ESA2010 Code (D2 + D5 + D91)","Euro Million","52814"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","General Government transactions - Revenue - Social contributions - ESA2010 Code (D61)","Euro Million","13052"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","General Government transactions - Revenue - Sales of goods and services - ESA2010 Code (P10)","Euro Million","4617"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","General Government transactions - Revenue - Investment income - ESA2010 Code (D4)","Euro Million","1825"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","General Government transactions - Revenue - Current transfer revenue (excluding taxes) - ESA2010 Code (D7)","Euro Million","512"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","General Government transactions - Revenue - Capital transfer revenue (excluding taxes) - ESA2010 Code (D9N)","Euro Million","1001"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","General Government transactions - Expenditure - ESA2010 Code (TE)","Euro Million","75901"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","General Government transactions - Expenditure - Expense - ESA2010 Code (Expense)","Euro Million","74388"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","General Government transactions - Expenditure - Compensation of employees - ESA2010 Code (D1)","Euro Million","20035"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","General Government transactions - Expenditure - Use of goods and services plus taxes payable - ESA2010 Code (P2 + D5 + D29)","Euro Million","10083"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","General Government transactions - Expenditure - Depreciation (consumption of fixed capital) - ESA2010 Code (P51c)","Euro Million","3888"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","General Government transactions - Expenditure - Interest (excluding FISIM) - ESA2010 Code (D41)","Euro Million","6271"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","General Government transactions - Expenditure - Subsidies - ESA2010 Code (D3)","Euro Million","1768"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","General Government transactions - Expenditure - Social benefits - ESA2010 Code (D62 + D632)","Euro Million","27933"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","General Government transactions - Expenditure - Other current transfers - ESA2010 Code (D7)","Euro Million","2966"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","General Government transactions - Expenditure - Capital transfers - ESA2010 Code (D9)","Euro Million","1444"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","Net operating balance - ESA2010 Code  (NOB)","Euro Million","-566"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","Net acquisition of non-financial assets - ESA2010 Code (P5 + NP - P51c)","Euro Million","1513"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","General Government Surplus/Deficit - ESA2010 Code (B9)","Euro Million","-2079"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","Net acquisition of financial assets","Euro Million","-4902"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","Net acquisition of financial assets - Debt instruments - ESA2010 Code (F2 + F3 + F4)","Euro Million","-5152"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","Net acquisition of financial assets - Equity and Investment Fund Shares - ESA2010 Code (F5)","Euro Million","-389"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","Net acquisition of financial assets - Other financial assets - ESA2010 Code (F6 + F7 + F8)","Euro Million","639"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","Net incurrence of liabilities","Euro Million","-2571"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","Net incurrence of liabilities - Debt instruments - ESA2010 Code (F2 + F3 + F4)","Euro Million","-2247"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","Net incurrence of liabilities - Other liabilities - ESA2010 Code (F5 + F6 + F7 + F8)","Euro Million","-324"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2016","Memo: Net derivative flows on debt interest swap contracts","Euro Million","-275"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","General Government transactions - Revenue - ESA2010 Code (TR)","Euro Million","77035"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","General Government transactions - Revenue - Taxes and social contributions - ESA2010 Code ( D2 + D5 + D91 + D61)","Euro Million","69515"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","General Government transactions - Revenue - Taxes - ESA2010 Code (D2 + D5 + D91)","Euro Million","55720"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","General Government transactions - Revenue - Social contributions - ESA2010 Code (D61)","Euro Million","13795"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","General Government transactions - Revenue - Sales of goods and services - ESA2010 Code (P10)","Euro Million","4637"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","General Government transactions - Revenue - Investment income - ESA2010 Code (D4)","Euro Million","1779"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","General Government transactions - Revenue - Current transfer revenue (excluding taxes) - ESA2010 Code (D7)","Euro Million","660"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","General Government transactions - Revenue - Capital transfer revenue (excluding taxes) - ESA2010 Code (D9N)","Euro Million","444"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","General Government transactions - Expenditure - ESA2010 Code (TE)","Euro Million","77898"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","General Government transactions - Expenditure - Expense - ESA2010 Code (Expense)","Euro Million","76523"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","General Government transactions - Expenditure - Compensation of employees - ESA2010 Code (D1)","Euro Million","21194"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","General Government transactions - Expenditure - Use of goods and services plus taxes payable - ESA2010 Code (P2 + D5 + D29)","Euro Million","10448"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","General Government transactions - Expenditure - Depreciation (consumption of fixed capital) - ESA2010 Code (P51c)","Euro Million","4127"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","General Government transactions - Expenditure - Interest (excluding FISIM) - ESA2010 Code (D41)","Euro Million","5908"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","General Government transactions - Expenditure - Subsidies - ESA2010 Code (D3)","Euro Million","1814"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","General Government transactions - Expenditure - Social benefits - ESA2010 Code (D62 + D632)","Euro Million","28623"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","General Government transactions - Expenditure - Other current transfers - ESA2010 Code (D7)","Euro Million","2916"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","General Government transactions - Expenditure - Capital transfers - ESA2010 Code (D9)","Euro Million","1493"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","Net operating balance - ESA2010 Code  (NOB)","Euro Million","511"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","Net acquisition of non-financial assets - ESA2010 Code (P5 + NP - P51c)","Euro Million","1374"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","General Government Surplus/Deficit - ESA2010 Code (B9)","Euro Million","-863"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","Net acquisition of financial assets","Euro Million","-2612"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","Net acquisition of financial assets - Debt instruments - ESA2010 Code (F2 + F3 + F4)","Euro Million","2201"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","Net acquisition of financial assets - Equity and Investment Fund Shares - ESA2010 Code (F5)","Euro Million","-4496"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","Net acquisition of financial assets - Other financial assets - ESA2010 Code (F6 + F7 + F8)","Euro Million","-317"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","Net incurrence of liabilities","Euro Million","-892"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","Net incurrence of liabilities - Debt instruments - ESA2010 Code (F2 + F3 + F4)","Euro Million","-1097"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","Net incurrence of liabilities - Other liabilities - ESA2010 Code (F5 + F6 + F7 + F8)","Euro Million","206"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2017","Memo: Net derivative flows on debt interest swap contracts","Euro Million","-223"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","General Government transactions - Revenue - ESA2010 Code (TR)","Euro Million","83239"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","General Government transactions - Revenue - Taxes and social contributions - ESA2010 Code ( D2 + D5 + D91 + D61)","Euro Million","75340"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","General Government transactions - Revenue - Taxes - ESA2010 Code (D2 + D5 + D91)","Euro Million","60509"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","General Government transactions - Revenue - Social contributions - ESA2010 Code (D61)","Euro Million","14831"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","General Government transactions - Revenue - Sales of goods and services - ESA2010 Code (P10)","Euro Million","4928"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","General Government transactions - Revenue - Investment income - ESA2010 Code (D4)","Euro Million","1533"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","General Government transactions - Revenue - Current transfer revenue (excluding taxes) - ESA2010 Code (D7)","Euro Million","865"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","General Government transactions - Revenue - Capital transfer revenue (excluding taxes) - ESA2010 Code (D9N)","Euro Million","573"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","General Government transactions - Expenditure - ESA2010 Code (TE)","Euro Million","82802"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","General Government transactions - Expenditure - Expense - ESA2010 Code (Expense)","Euro Million","80544"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","General Government transactions - Expenditure - Compensation of employees - ESA2010 Code (D1)","Euro Million","22303"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","General Government transactions - Expenditure - Use of goods and services plus taxes payable - ESA2010 Code (P2 + D5 + D29)","Euro Million","11213"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","General Government transactions - Expenditure - Depreciation (consumption of fixed capital) - ESA2010 Code (P51c)","Euro Million","4420"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","General Government transactions - Expenditure - Interest (excluding FISIM) - ESA2010 Code (D41)","Euro Million","5306"
